Model,Scenario,Region,Variable,Unit,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095
IIASA GDP,SSP4_v9_130219,KWT,GDP|PPP per capita,Annual Average Growth [%],,,1.039,-1.288,-2.637,-2.627,-1.803,-0.173,0.618,0.965,1.231,1.167,1.094,1.043,0.99,0.964,0.962,0.962,0.956,0.95
IIASA GDP,SSP5_v9_130219,KWT,GDP|PPP per capita,Annual Average Growth [%],,,1.051,-0.449,-1.637,-1.394,-0.165,0.895,1.612,2.094,2.393,2.343,2.213,2.106,2.01,1.949,1.889,1.803,1.744,1.73
OECD Env-Growth,SSP1_v9_130325,KWT,GDP|PPP per capita,Annual Average Growth [%],4.928,-1.333,2.198,1.666,1.959,2.333,2.18,1.891,1.331,1.014,0.813,0.763,0.71,0.607,0.56,0.682,0.737,0.8,0.851,0.89
OECD Env-Growth,SSP2_v9_130325,KWT,GDP|PPP per capita,Annual Average Growth [%],4.928,-1.333,2.199,1.588,1.71,1.821,1.564,1.518,1.059,0.863,0.713,0.675,0.634,0.597,0.618,0.746,0.83,0.908,0.942,0.953
OECD Env-Growth,SSP3_v9_130325,KWT,GDP|PPP per capita,Annual Average Growth [%],4.928,-1.333,2.193,1.694,1.989,2.227,2.211,2.033,1.189,0.596,0.03,-0.392,-0.679,-0.836,-0.809,-0.635,-0.459,-0.27,-0.118,0.015
OECD Env-Growth,SSP4_v9_130325,KWT,GDP|PPP per capita,Annual Average Growth [%],4.928,-1.333,2.194,1.683,2.14,2.773,2.943,2.768,1.996,1.465,1.003,0.723,0.537,0.417,0.414,0.552,0.651,0.761,0.845,0.901
OECD Env-Growth,SSP5_v9_130325,KWT,GDP|PPP per capita,Annual Average Growth [%],4.928,-1.333,2.197,1.671,2.276,3.144,3.403,3.172,2.412,1.853,1.425,1.2,1.07,0.96,0.938,1.087,1.199,1.3,1.391,1.458
IIASA GDP,SSP1_v9_130219,LAO,GDP|PPP per capita,Annual Average Growth [%],,,6.907,4.705,2.653,2.46,2.551,2.669,2.652,2.646,2.575,2.904,3.013,2.886,2.504,2.089,1.727,1.46,1.275,1.148
IIASA GDP,SSP2_v9_130219,LAO,GDP|PPP per capita,Annual Average Growth [%],,,6.499,3.805,1.49,1.225,1.418,1.599,1.648,1.68,1.739,1.814,1.918,2.042,2.097,2.033,2.288,2.378,2.289,2.02
IIASA GDP,SSP3_v9_130219,LAO,GDP|PPP per capita,Annual Average Growth [%],,,6.288,3.205,0.549,0.033,0.054,0.075,-0.044,-0.131,-0.099,-0.025,0.073,0.17,0.189,0.145,0.114,0.117,0.16,0.194
IIASA GDP,SSP4_v9_130219,LAO,GDP|PPP per capita,Annual Average Growth [%],,,6.246,3.229,0.659,0.257,0.41,0.605,0.64,0.68,0.807,0.951,1.078,1.181,1.192,1.134,1.091,1.083,1.106,1.111
IIASA GDP,SSP5_v9_130219,LAO,GDP|PPP per capita,Annual Average Growth [%],,,6.947,4.929,3.112,3.118,3.359,3.577,3.599,3.579,3.458,3.741,3.767,3.547,3.067,2.612,2.434,2.444,2.507,2.518
OECD Env-Growth,SSP1_v9_130325,LAO,GDP|PPP per capita,Annual Average Growth [%],4.578,6.404,6.551,6.509,6.252,6.188,5.944,5.465,4.925,4.356,3.794,3.318,2.98,2.725,2.494,2.299,2.108,1.956,1.851,1.738
OECD Env-Growth,SSP2_v9_130325,LAO,GDP|PPP per capita,Annual Average Growth [%],4.578,6.404,6.549,6.27,5.178,4.36,3.819,3.666,3.489,3.279,3.064,2.918,2.879,2.868,2.803,2.668,2.523,2.407,2.335,2.285
OECD Env-Growth,SSP3_v9_130325,LAO,GDP|PPP per capita,Annual Average Growth [%],4.578,6.404,6.549,6.087,4.421,3.156,2.335,2.128,1.896,1.643,1.432,1.338,1.363,1.425,1.4,1.29,1.188,1.144,1.164,1.201
OECD Env-Growth,SSP4_v9_130325,LAO,GDP|PPP per capita,Annual Average Growth [%],4.578,6.404,6.55,6.028,4.123,2.786,1.745,1.505,1.271,1.037,0.857,0.797,0.845,0.929,0.929,0.849,0.788,0.787,0.856,0.94
OECD Env-Growth,SSP5_v9_130325,LAO,GDP|PPP per capita,Annual Average Growth [%],4.578,6.404,6.55,6.675,7.034,7.393,7.169,6.374,5.624,4.933,4.306,3.798,3.448,3.186,2.962,2.796,2.61,2.471,2.377,2.28
IIASA GDP,SSP1_v9_130219,LBN,GDP|PPP per capita,Annual Average Growth [%],,,4.948,2.826,1.488,1.473,1.647,1.773,1.778,1.656,1.455,1.401,1.462,1.568,1.636,1.662,1.651,1.612,1.574,1.557
IIASA GDP,SSP2_v9_130219,LBN,GDP|PPP per capita,Annual Average Growth [%],,,4.884,2.597,1.043,1.085,1.416,1.667,1.721,1.611,1.421,1.227,1.189,1.252,1.342,1.396,1.416,1.416,1.408,1.393
IIASA GDP,SSP3_v9_130219,LBN,GDP|PPP per capita,Annual Average Growth [%],,,4.807,2.339,0.628,0.444,0.731,1.11,1.296,1.264,1.111,0.955,0.85,0.78,0.751,0.754,0.787,0.85,0.924,0.987
IIASA GDP,SSP4_v9_130219,LBN,GDP|PPP per capita,Annual Average Growth [%],,,4.787,2.247,0.43,0.175,0.561,0.972,1.186,1.145,1.004,0.862,0.788,0.765,0.756,0.745,0.729,0.71,0.731,0.803
IIASA GDP,SSP5_v9_130219,LBN,GDP|PPP per capita,Annual Average Growth [%],,,4.978,2.969,1.774,1.876,2.11,2.247,2.226,2.122,2.129,2.218,2.323,2.376,2.377,2.342,2.281,2.2,2.125,2.077
OECD Env-Growth,SSP1_v9_130325,LBN,GDP|PPP per capita,Annual Average Growth [%],2.149,5.627,2.345,3.406,3.573,3.543,3.415,3.118,2.7,2.283,2.039,1.817,1.651,1.533,1.393,1.31,1.217,1.154,1.123,1.136
OECD Env-Growth,SSP2_v9_130325,LBN,GDP|PPP per capita,Annual Average Growth [%],2.149,5.627,2.346,3.325,3.222,2.888,2.686,2.524,2.319,2.104,1.979,1.836,1.734,1.684,1.613,1.527,1.425,1.326,1.257,1.218
OECD Env-Growth,SSP3_v9_130325,LBN,GDP|PPP per capita,Annual Average Growth [%],2.149,5.627,2.344,3.209,2.7,2.042,1.603,1.424,1.192,0.983,0.946,0.915,0.93,0.977,0.958,0.877,0.757,0.667,0.629,0.631
OECD Env-Growth,SSP4_v9_130325,LBN,GDP|PPP per capita,Annual Average Growth [%],2.149,5.627,2.346,3.28,3.085,2.846,2.559,2.375,2.148,1.953,1.907,1.836,1.736,1.683,1.598,1.535,1.446,1.395,1.354,1.322
OECD Env-Growth,SSP5_v9_130325,LBN,GDP|PPP per capita,Annual Average Growth [%],2.149,5.627,2.345,3.413,3.873,4.068,4.036,3.689,3.271,2.869,2.649,2.466,2.317,2.192,2.058,1.98,1.908,1.856,1.845,1.87
IIASA GDP,SSP1_v9_130219,LBR,GDP|PPP per capita,Annual Average Growth [%],,,7.324,8.184,7.5,6.366,5.639,5.286,5.156,5.082,5.02,4.905,4.703,4.407,4.04,3.656,3.273,2.918,2.598,2.321
IIASA GDP,SSP2_v9_130219,LBR,GDP|PPP per capita,Annual Average Growth [%],,,5.997,6.732,6.12,5.148,4.997,4.765,4.514,4.113,3.793,3.583,3.451,3.332,3.202,3.132,3.076,3.107,3.149,3.127
IIASA GDP,SSP3_v9_130219,LBR,GDP|PPP per capita,Annual Average Growth [%],,,5.237,5.454,4.512,3.359,2.468,1.868,1.482,1.256,1.152,1.087,1.06,1.063,1.075,1.087,1.118,1.125,1.121,1.118
IIASA GDP,SSP4_v9_130219,LBR,GDP|PPP per capita,Annual Average Growth [%],,,5.076,5.471,4.794,3.988,3.283,2.746,2.37,2.137,2.033,1.973,1.961,1.967,1.972,1.975,1.998,1.995,1.978,1.961
IIASA GDP,SSP5_v9_130219,LBR,GDP|PPP per capita,Annual Average Growth [%],,,7.256,8.381,8.037,7.238,6.657,6.328,6.187,6.084,5.972,5.799,5.53,5.147,4.678,4.188,3.711,3.278,3.148,3.207
OECD Env-Growth,SSP1_v9_130325,LBR,GDP|PPP per capita,Annual Average Growth [%],0.1,6.89,4.877,6.378,8.397,8.588,8.616,8.169,7.658,7.049,6.411,5.813,5.224,4.646,4.124,3.728,3.362,3.053,2.799,2.558
OECD Env-Growth,SSP2_v9_130325,LBR,GDP|PPP per capita,Annual Average Growth [%],0.1,6.89,4.879,5.669,6.589,5.965,5.577,5.487,5.465,5.405,5.312,5.179,4.994,4.777,4.517,4.284,4.071,3.862,3.671,3.453
OECD Env-Growth,SSP3_v9_130325,LBR,GDP|PPP per capita,Annual Average Growth [%],0.1,6.89,4.875,5.086,5.095,3.902,3.14,2.895,2.809,2.736,2.689,2.648,2.57,2.482,2.378,2.261,2.164,2.082,1.999,1.923
OECD Env-Growth,SSP4_v9_130325,LBR,GDP|PPP per capita,Annual Average Growth [%],0.1,6.89,4.869,5.079,5.011,3.678,2.664,2.332,2.192,2.081,2.012,1.964,1.901,1.842,1.771,1.692,1.63,1.585,1.55,1.534
OECD Env-Growth,SSP5_v9_130325,LBR,GDP|PPP per capita,Annual Average Growth [%],0.1,6.89,4.873,6.48,9.097,9.923,10.148,9.394,8.611,7.791,7.012,6.324,5.692,5.103,4.571,4.163,3.803,3.507,3.263,3.037
IIASA GDP,SSP1_v9_130219,LBY,GDP|PPP per capita,Annual Average Growth [%],,,-0.556,-1.773,-1.442,0.059,1.26,2.049,2.448,2.56,2.52,2.311,2.015,1.845,1.792,1.799,1.828,1.838,1.833,1.823
IIASA GDP,SSP2_v9_130219,LBY,GDP|PPP per capita,Annual Average Growth [%],,,-0.65,-1.949,-1.795,-0.417,0.772,1.592,2.043,2.24,2.303,2.221,2.023,1.782,1.623,1.599,1.653,1.711,1.734,1.718
IIASA GDP,SSP3_v9_130219,LBY,GDP|PPP per capita,Annual Average Growth [%],,,-0.684,-2.211,-2.322,-1.149,-0.086,0.655,1.055,1.21,1.231,1.156,1.039,0.926,0.853,0.829,0.843,0.871,0.893,0.899
IIASA GDP,SSP4_v9_130219,LBY,GDP|PPP per capita,Annual Average Growth [%],,,-0.616,-2.249,-2.477,-1.35,-0.287,0.525,1,1.201,1.249,1.215,1.141,1.06,0.985,0.929,0.899,0.899,0.916,0.92
IIASA GDP,SSP5_v9_130219,LBY,GDP|PPP per capita,Annual Average Growth [%],,,-0.526,-1.632,-1.157,0.474,1.757,2.579,2.969,3.045,2.959,2.825,2.75,2.707,2.658,2.587,2.533,2.473,2.412,2.358
OECD Env-Growth,SSP1_v9_130325,LBY,GDP|PPP per capita,Annual Average Growth [%],2.113,2.295,3.389,3.139,3.122,3.104,2.824,2.278,1.796,1.515,1.521,1.635,1.697,1.599,1.463,1.383,1.376,1.436,1.468,1.453
OECD Env-Growth,SSP2_v9_130325,LBY,GDP|PPP per capita,Annual Average Growth [%],2.113,2.295,3.39,3.058,2.853,2.518,2.144,1.794,1.402,1.23,1.373,1.575,1.706,1.712,1.638,1.559,1.543,1.572,1.567,1.524
OECD Env-Growth,SSP3_v9_130325,LBY,GDP|PPP per capita,Annual Average Growth [%],2.113,2.295,3.389,2.991,2.633,2.241,1.826,1.178,0.425,-0.095,-0.155,-0.018,0.161,0.24,0.288,0.321,0.373,0.475,0.551,0.571
OECD Env-Growth,SSP4_v9_130325,LBY,GDP|PPP per capita,Annual Average Growth [%],2.113,2.295,3.387,3.049,3.032,2.959,2.629,1.978,1.235,0.743,0.67,0.786,0.916,0.928,0.919,0.956,1.015,1.128,1.224,1.245
OECD Env-Growth,SSP5_v9_130325,LBY,GDP|PPP per capita,Annual Average Growth [%],2.113,2.295,3.388,3.17,3.494,3.908,3.893,3.253,2.515,2.034,1.931,2.031,2.124,2.071,1.981,1.949,1.976,2.063,2.122,2.124
IIASA GDP,SSP1_v9_130219,LCA,GDP|PPP per capita,Annual Average Growth [%],,,3.495,1.792,1.859,1.873,1.784,2.283,2.54,2.41,1.95,1.662,1.572,1.597,1.626,1.627,1.595,1.551,1.483,1.407
IIASA GDP,SSP2_v9_130219,LCA,GDP|PPP per capita,Annual Average Growth [%],,,3.393,1.406,1.371,1.437,1.539,1.77,1.865,2.068,2.035,1.869,1.634,1.525,1.505,1.511,1.499,1.466,1.42,1.373
IIASA GDP,SSP3_v9_130219,LCA,GDP|PPP per capita,Annual Average Growth [%],,,3.218,0.936,0.745,0.813,1.008,1.271,1.348,1.192,0.968,0.828,0.807,0.832,0.8,0.744,0.696,0.695,0.718,0.757
IIASA GDP,SSP4_v9_130219,LCA,GDP|PPP per capita,Annual Average Growth [%],,,3.216,0.887,0.608,0.607,0.735,1.042,1.205,1.124,0.904,0.752,0.707,0.712,0.669,0.636,0.609,0.61,0.64,0.667
IIASA GDP,SSP5_v9_130219,LCA,GDP|PPP per capita,Annual Average Growth [%],,,3.529,1.937,2.14,2.261,2.238,2.776,3.028,2.865,2.58,2.452,2.431,2.418,2.38,2.317,2.229,2.141,2.037,1.932
OECD Env-Growth,SSP1_v9_130325,LCA,GDP|PPP per capita,Annual Average Growth [%],0.908,-1.464,0.249,1.775,2.815,3.627,3.994,3.953,3.77,3.467,3.307,2.969,2.886,2.579,2.34,2.237,2.046,1.997,1.847,1.994
OECD Env-Growth,SSP2_v9_130325,LCA,GDP|PPP per capita,Annual Average Growth [%],0.908,-1.464,0.231,1.743,2.155,2.517,2.439,2.636,2.68,2.654,2.639,2.638,2.639,2.623,2.54,2.405,2.278,2.278,2.192,2.112
OECD Env-Growth,SSP3_v9_130325,LCA,GDP|PPP per capita,Annual Average Growth [%],0.908,-1.464,0.226,1.639,1.591,1.63,1.319,1.338,1.348,1.329,1.247,1.304,1.402,1.423,1.371,1.326,1.216,1.3,1.161,1.263
OECD Env-Growth,SSP4_v9_130325,LCA,GDP|PPP per capita,Annual Average Growth [%],0.908,-1.464,0.289,1.662,2.172,2.549,2.701,2.73,2.696,2.696,2.624,2.579,2.536,2.474,2.357,2.322,2.186,2.107,2.066,2.023
OECD Env-Growth,SSP5_v9_130325,LCA,GDP|PPP per capita,Annual Average Growth [%],0.908,-1.464,0.223,1.898,3.219,4.605,5.061,4.86,4.655,4.147,3.926,3.669,3.337,3.232,2.879,2.647,2.579,2.538,2.542,2.261
IIASA GDP,SSP1_v9_130219,LKA,GDP|PPP per capita,Annual Average Growth [%],,,2.19,0.78,0.609,1.536,2.555,3.388,3.892,3.986,3.861,3.518,3.047,2.569,2.168,1.869,1.636,1.504,1.38,1.309
IIASA GDP,SSP2_v9_130219,LKA,GDP|PPP per capita,Annual Average Growth [%],,,2.104,0.455,-0.142,0.564,1.354,2.055,2.524,2.837,2.988,2.989,2.869,2.696,2.507,2.33,2.162,2.005,1.852,1.698
IIASA GDP,SSP3_v9_130219,LKA,GDP|PPP per capita,Annual Average Growth [%],,,2.078,0.098,-0.97,-0.625,-0.053,0.475,0.807,0.919,0.879,0.802,0.751,0.687,0.633,0.638,0.673,0.707,0.713,0.708
IIASA GDP,SSP4_v9_130219,LKA,GDP|PPP per capita,Annual Average Growth [%],,,2.129,0.135,-0.868,-0.419,0.239,0.898,1.343,1.555,1.554,1.482,1.397,1.29,1.194,1.221,1.296,1.364,1.384,1.344
IIASA GDP,SSP5_v9_130219,LKA,GDP|PPP per capita,Annual Average Growth [%],,,2.23,0.978,1.017,2.134,3.313,4.228,4.74,4.789,4.596,4.183,3.634,3.086,2.622,2.362,2.377,2.577,2.745,2.807
OECD Env-Growth,SSP1_v9_130325,LKA,GDP|PPP per capita,Annual Average Growth [%],2.791,5.324,6.089,5.876,5.482,5.406,5.05,4.469,3.895,3.471,3.109,2.846,2.545,2.146,1.81,1.67,1.577,1.556,1.501,1.407
OECD Env-Growth,SSP2_v9_130325,LKA,GDP|PPP per capita,Annual Average Growth [%],2.791,5.324,6.088,5.624,4.931,4.209,3.582,3.222,2.939,2.788,2.72,2.664,2.543,2.324,2.121,2.025,1.942,1.858,1.765,1.669
OECD Env-Growth,SSP3_v9_130325,LKA,GDP|PPP per capita,Annual Average Growth [%],2.791,5.324,6.089,5.471,4.271,2.991,2.033,1.584,1.234,1.044,0.989,0.982,0.936,0.809,0.718,0.689,0.659,0.638,0.606,0.58
OECD Env-Growth,SSP4_v9_130325,LKA,GDP|PPP per capita,Annual Average Growth [%],2.791,5.324,6.088,5.617,4.943,4.218,3.499,3.01,2.58,2.338,2.219,2.141,1.981,1.712,1.491,1.443,1.411,1.393,1.363,1.3
OECD Env-Growth,SSP5_v9_130325,LKA,GDP|PPP per capita,Annual Average Growth [%],2.791,5.324,6.088,5.96,6.011,6.291,6.002,5.227,4.523,4.03,3.642,3.38,3.082,2.685,2.349,2.22,2.148,2.153,2.127,2.05
IIASA GDP,SSP1_v9_130219,LSO,GDP|PPP per capita,Annual Average Growth [%],,,3.589,1.372,2.541,3.867,4.62,4.832,4.708,4.478,4.27,4.082,4.255,4.179,3.83,3.273,2.755,2.356,2.083,1.902
IIASA GDP,SSP2_v9_130219,LSO,GDP|PPP per capita,Annual Average Growth [%],,,3.064,0.453,1.125,2.253,3.049,3.376,3.406,3.363,3.369,3.413,3.453,3.443,3.379,3.222,3.386,3.381,3.184,2.821
IIASA GDP,SSP3_v9_130219,LSO,GDP|PPP per capita,Annual Average Growth [%],,,2.508,-0.656,-0.561,0.17,0.789,1.042,1.016,0.884,0.894,0.986,1.067,1.122,1.112,1.101,1.097,1.084,1.057,1.062
IIASA GDP,SSP4_v9_130219,LSO,GDP|PPP per capita,Annual Average Growth [%],,,2.453,-0.62,-0.403,0.501,1.304,1.756,1.897,1.889,1.989,2.144,2.245,2.291,2.255,2.214,2.182,2.139,2.079,2.052
IIASA GDP,SSP5_v9_130219,LSO,GDP|PPP per capita,Annual Average Growth [%],,,3.623,1.595,3.029,4.605,5.536,5.848,5.742,5.472,5.19,4.918,5.004,4.837,4.399,3.759,3.173,2.736,2.71,2.908
OECD Env-Growth,SSP1_v9_130325,LSO,GDP|PPP per capita,Annual Average Growth [%],1.863,3.551,4.038,3.564,4.845,6.027,6.629,6.779,6.589,6.199,5.731,5.251,4.789,4.33,3.901,3.546,3.191,2.912,2.669,2.448
OECD Env-Growth,SSP2_v9_130325,LSO,GDP|PPP per capita,Annual Average Growth [%],1.863,3.551,4.042,3.442,3.941,4.288,4.37,4.663,4.774,4.751,4.675,4.551,4.431,4.263,4.106,3.897,3.692,3.5,3.316,3.104
OECD Env-Growth,SSP3_v9_130325,LSO,GDP|PPP per capita,Annual Average Growth [%],1.863,3.551,4.039,3.274,3.135,2.879,2.569,2.714,2.755,2.698,2.67,2.617,2.581,2.537,2.422,2.305,2.187,2.089,2.008,1.938
OECD Env-Growth,SSP4_v9_130325,LSO,GDP|PPP per capita,Annual Average Growth [%],1.863,3.551,4.04,3.194,2.843,2.558,2.043,2.149,2.167,2.109,2.096,2.077,2.051,2.028,1.946,1.848,1.761,1.712,1.664,1.644
OECD Env-Growth,SSP5_v9_130325,LSO,GDP|PPP per capita,Annual Average Growth [%],1.863,3.551,4.043,3.644,5.5,7.258,8.041,7.931,7.532,6.969,6.38,5.821,5.306,4.822,4.365,4.017,3.667,3.384,3.159,2.934
IIASA GDP,SSP1_v9_130219,LTU,GDP|PPP per capita,Annual Average Growth [%],,,3.074,3.281,2.8,1.876,1.211,0.821,0.679,0.707,0.905,1.183,1.404,1.52,1.552,1.546,1.581,1.602,1.567,1.547
IIASA GDP,SSP2_v9_130219,LTU,GDP|PPP per capita,Annual Average Growth [%],,,3.129,3.239,2.62,1.639,1.037,0.73,0.629,0.626,0.691,0.873,1.069,1.211,1.263,1.268,1.277,1.306,1.346,1.378
IIASA GDP,SSP3_v9_130219,LTU,GDP|PPP per capita,Annual Average Growth [%],,,3.193,3.184,2.424,1.384,0.845,0.596,0.526,0.531,0.59,0.688,0.803,0.9,0.953,0.972,0.999,1.055,1.126,1.178
IIASA GDP,SSP4_v9_130219,LTU,GDP|PPP per capita,Annual Average Growth [%],,,3.091,3.037,2.255,1.182,0.571,0.323,0.301,0.364,0.462,0.585,0.682,0.728,0.709,0.744,0.831,0.946,1.046,1.128
IIASA GDP,SSP5_v9_130219,LTU,GDP|PPP per capita,Annual Average Growth [%],,,3.116,3.436,3.081,2.237,1.61,1.224,1.193,1.389,1.687,1.98,2.165,2.241,2.232,2.184,2.181,2.166,2.104,2.067
OECD Env-Growth,SSP1_v9_130325,LTU,GDP|PPP per capita,Annual Average Growth [%],8.318,1.598,4.201,3.673,2.803,2.611,2.597,2.307,1.852,1.325,1.024,1.073,1.25,1.29,1.089,0.927,0.91,0.961,1.058,1.076
OECD Env-Growth,SSP2_v9_130325,LTU,GDP|PPP per capita,Annual Average Growth [%],8.318,1.598,4.2,3.547,2.434,2.029,2.073,1.987,1.726,1.358,1.139,1.212,1.417,1.493,1.35,1.153,1.036,0.981,1.007,1.053
OECD Env-Growth,SSP3_v9_130325,LTU,GDP|PPP per capita,Annual Average Growth [%],8.318,1.598,4.203,3.395,1.929,1.276,1.192,1.161,0.922,0.561,0.411,0.567,0.891,1.06,0.975,0.744,0.563,0.485,0.548,0.656
OECD Env-Growth,SSP4_v9_130325,LTU,GDP|PPP per capita,Annual Average Growth [%],8.318,1.598,4.198,3.527,2.367,2.036,1.99,1.886,1.65,1.329,1.181,1.338,1.527,1.59,1.428,1.241,1.152,1.122,1.179,1.19
OECD Env-Growth,SSP5_v9_130325,LTU,GDP|PPP per capita,Annual Average Growth [%],8.318,1.598,4.2,3.753,3.245,3.141,3.085,2.727,2.3,1.806,1.572,1.681,1.889,1.949,1.764,1.623,1.622,1.696,1.817,1.855
IIASA GDP,SSP1_v9_130219,LUX,GDP|PPP per capita,Annual Average Growth [%],,,3.974,3.031,2.342,2.012,1.844,1.719,1.603,1.479,1.357,1.237,1.151,1.076,1.027,0.991,0.976,0.967,0.959,0.961
IIASA GDP,SSP2_v9_130219,LUX,GDP|PPP per capita,Annual Average Growth [%],,,4.038,3.05,2.26,1.861,1.68,1.572,1.467,1.352,1.237,1.132,1.068,1,0.939,0.894,0.855,0.818,0.796,0.798
IIASA GDP,SSP3_v9_130219,LUX,GDP|PPP per capita,Annual Average Growth [%],,,3.808,2.517,1.621,1.231,1.137,1.154,1.157,1.125,1.073,1.012,0.971,0.937,0.907,0.883,0.87,0.876,0.888,0.892
IIASA GDP,SSP4_v9_130219,LUX,GDP|PPP per capita,Annual Average Growth [%],,,4.099,3.087,2.253,1.79,1.536,1.401,1.307,1.218,1.133,1.051,1.001,0.951,0.902,0.867,0.837,0.813,0.802,0.813
IIASA GDP,SSP5_v9_130219,LUX,GDP|PPP per capita,Annual Average Growth [%],,,3.866,3.022,2.434,2.263,2.173,2.035,1.876,1.697,1.539,1.404,1.334,1.265,1.212,1.166,1.143,1.13,1.123,1.129
OECD Env-Growth,SSP1_v9_130325,LUX,GDP|PPP per capita,Annual Average Growth [%],2.572,-0.231,0.302,1.262,0.935,0.697,0.569,0.496,0.403,0.315,0.372,0.393,0.395,0.379,0.374,0.404,0.5,0.706,0.782,0.84
OECD Env-Growth,SSP2_v9_130325,LUX,GDP|PPP per capita,Annual Average Growth [%],2.572,-0.231,0.313,1.228,0.914,0.633,0.531,0.49,0.427,0.406,0.461,0.471,0.499,0.528,0.659,0.743,0.779,0.794,0.828,0.876
OECD Env-Growth,SSP3_v9_130325,LUX,GDP|PPP per capita,Annual Average Growth [%],2.572,-0.231,0.3,1.18,0.878,0.609,0.472,0.4,0.268,0.273,0.301,0.349,0.318,0.265,0.23,0.206,0.198,0.23,0.266,0.239
OECD Env-Growth,SSP4_v9_130325,LUX,GDP|PPP per capita,Annual Average Growth [%],2.572,-0.231,0.303,1.223,0.864,0.686,0.535,0.492,0.375,0.376,0.387,0.42,0.453,0.437,0.57,0.691,0.724,0.787,0.851,0.885
OECD Env-Growth,SSP5_v9_130325,LUX,GDP|PPP per capita,Annual Average Growth [%],2.572,-0.231,0.328,1.252,0.933,0.751,0.788,0.811,0.787,0.772,0.859,0.949,1.074,1.153,1.233,1.294,1.344,1.414,1.463,1.498
IIASA GDP,SSP1_v9_130219,LVA,GDP|PPP per capita,Annual Average Growth [%],,,4.379,3.594,3.573,2.497,1.649,1.128,0.909,0.859,1.023,1.229,1.398,1.488,1.531,1.539,1.546,1.55,1.484,1.485
IIASA GDP,SSP2_v9_130219,LVA,GDP|PPP per capita,Annual Average Growth [%],,,4.463,3.558,3.354,2.218,1.456,1.055,0.905,0.815,0.862,0.979,1.119,1.208,1.258,1.273,1.27,1.263,1.264,1.29
IIASA GDP,SSP3_v9_130219,LVA,GDP|PPP per capita,Annual Average Growth [%],,,4.513,3.472,3.139,1.943,1.23,0.888,0.773,0.7,0.719,0.76,0.853,0.931,0.987,1.012,1.031,1.066,1.114,1.15
IIASA GDP,SSP4_v9_130219,LVA,GDP|PPP per capita,Annual Average Growth [%],,,4.425,3.343,2.977,1.747,0.979,0.622,0.525,0.475,0.526,0.591,0.672,0.717,0.757,0.817,0.889,0.96,1.014,1.077
IIASA GDP,SSP5_v9_130219,LVA,GDP|PPP per capita,Annual Average Growth [%],,,4.411,3.736,3.849,2.889,2.097,1.572,1.453,1.554,1.804,2.02,2.162,2.212,2.213,2.183,2.157,2.131,2.038,2.002
OECD Env-Growth,SSP1_v9_130325,LVA,GDP|PPP per capita,Annual Average Growth [%],8.92,-0.21,4.734,3.886,3.6,3.642,3.255,2.692,2.232,1.791,1.497,1.563,1.594,1.398,1.205,1.229,1.177,1.212,1.243,1.178
OECD Env-Growth,SSP2_v9_130325,LVA,GDP|PPP per capita,Annual Average Growth [%],8.92,-0.21,4.731,3.772,3.041,2.75,2.292,1.962,1.751,1.491,1.355,1.511,1.612,1.521,1.4,1.425,1.342,1.277,1.241,1.229
OECD Env-Growth,SSP3_v9_130325,LVA,GDP|PPP per capita,Annual Average Growth [%],8.92,-0.21,4.73,3.686,2.606,2.082,1.512,1.165,0.952,0.7,0.55,0.773,0.921,0.89,0.786,0.767,0.646,0.595,0.63,0.662
OECD Env-Growth,SSP4_v9_130325,LVA,GDP|PPP per capita,Annual Average Growth [%],8.92,-0.21,4.733,3.772,3.111,2.947,2.512,2.13,1.86,1.595,1.444,1.622,1.703,1.589,1.45,1.469,1.387,1.361,1.352,1.319
OECD Env-Growth,SSP5_v9_130325,LVA,GDP|PPP per capita,Annual Average Growth [%],8.92,-0.21,4.729,4.027,4.179,4.449,4.049,3.335,2.808,2.34,2.052,2.118,2.13,1.948,1.785,1.792,1.757,1.806,1.842,1.8
OECD Env-Growth,SSP1_v9_130325,MAC,GDP|PPP per capita,Annual Average Growth [%],9.309,9.095,1.377,1.204,0.727,0.684,0.607,0.495,0.393,0.256,0.215,0.259,0.24,0.219,0.124,0.12,0.131,0.235,0.385,0.527
OECD Env-Growth,SSP2_v9_130325,MAC,GDP|PPP per capita,Annual Average Growth [%],9.309,9.095,1.409,1.11,0.589,0.535,0.515,0.441,0.37,0.312,0.288,0.36,0.372,0.352,0.257,0.262,0.293,0.303,0.355,0.432
OECD Env-Growth,SSP3_v9_130325,MAC,GDP|PPP per capita,Annual Average Growth [%],9.309,9.095,1.044,0.875,0.324,0.154,0.158,0.096,0.07,0.038,-0.047,0.059,0.191,0.247,0.166,0.116,0.027,-0.001,0.001,0.006
OECD Env-Growth,SSP4_v9_130325,MAC,GDP|PPP per capita,Annual Average Growth [%],9.309,9.095,1.268,0.923,0.428,0.41,0.38,0.283,0.201,0.186,0.165,0.252,0.283,0.252,0.286,0.33,0.453,0.491,0.592,0.666
OECD Env-Growth,SSP5_v9_130325,MAC,GDP|PPP per capita,Annual Average Growth [%],9.309,9.095,1.714,1.295,0.894,0.928,0.902,0.85,0.761,0.702,0.724,0.809,0.794,0.798,0.764,0.855,0.954,1.088,1.199,1.252
